assay,feature_ID,chrom,start,end,methyl_tile_id,tss_distance,region,tissues_assayed,training_significant,sig_tissues,timewise_logFC,direction,peak_timepoint,sex,training_p_value,training_q,note
METHYL,chr18-163051_cluster5,chr18,,,chr18-163051,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163051_cluster6,chr18,,,chr18-163051,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163051_cluster7,chr18,,,chr18-163051,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163051_cluster8,chr18,,,chr18-163051,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163051_cluster9,chr18,,,chr18-163051,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster1,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster10,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster11,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster12,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster13,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster2,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster3,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster4,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster5,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster6,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster7,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster8,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163052_cluster9,chr18,,,chr18-163052,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163069_cluster1,chr18,,,chr18-163069,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163069_cluster2,chr18,,,chr18-163069,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster1,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster10,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster11,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster12,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster13,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster14,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster15,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster16,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster2,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster3,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster4,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster5,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster6,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster7,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster8,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163075_cluster9,chr18,,,chr18-163075,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster1,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster2,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster3,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster4,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster5,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster6,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163077_cluster7,chr18,,,chr18-163077,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster1,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster10,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster11,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster12,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster13,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster14,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster15,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster16,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster17,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster18,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster19,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster2,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster20,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster21,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster22,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster23,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster3,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster4,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster5,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster6,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster7,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster8,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163078_cluster9,chr18,,,chr18-163078,0,gene_body,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163083_cluster1,chr18,,,chr18-163083,2440,downstream_distal,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163083_cluster2,chr18,,,chr18-163083,2562,downstream_distal,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163083_cluster3,chr18,,,chr18-163083,2578,downstream_distal,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster1,chr18,,,chr18-163101,11414,downstream_distal,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
METHYL,chr18-163101_cluster2,chr18,,,chr18-163101,11450,downstream_distal,"BAT,HEART,HIPPOC,KIDNEY,LIVER,LUNG,SKMGN,WATSC",NO,,,,,,,,"RRBS methylation cluster; bp start/end not available (only cluster feature_ID is public); methyl_tile_id holds the chrN-<tile> token from feature_ID (a tile identifier, not bp); not present in any 05FDR object; not in TRAINING_REGULATED_FEATURES"
